,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
1881,31183,The link to Service Canada did not give me access.  This is the same result that I had a month or two ago.  Very frustrating.,Q2,7/21/2018,Other,Once every 2 to 3 months,Very dissatisfied,,No,Female,Saskatchewan,Post-graduate degree,65 or older,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,4.0,0.303600013256073,"find, tax, receive, return, mail, say, need, log, year, process","['link', 'service_canada', 'access', 'result', 'month_ago', 'frustrating']",5.0,8.0
1882,31207,"Online services should shorten processing of returns, but this is not the case as it has been outstanding for 4.5 months.  All you receive is ""In process"".",Q2,7/21/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,Nova Scotia,Post-graduate degree,65 or older,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.41179999709129333,"find, tax, receive, return, mail, say, need, log, year, process","['online', 'service', 'shorten', 'processing', 'return', 'case', 'outstanding', 'month', 'receive', 'process']",3.0,0.0
1883,31290,I was looking for my personal  tax assessment  and it indicated that it has not been received which I know it has because I received notification a while back that it had been. Also it wasn’t going to,Q2,7/22/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,British Columbia,College/vocational/technical school,50 to 54,English,Self-employed,"Under $20,000",No,No,No,Smartphone,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['look', 'personal', 'tax', 'assessment', 'indicate', 'receive', 'know', 'receive', 'notification', 'go']",5.0,10.0
1884,31373,Today is July 22 and i don't get my tax return yet. What happened whit CRA? We are a low income family and we are in really big need of that money back.,Q2,7/22/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Ontario,University graduate,35 to 49,Other,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.3481000065803528,"find, tax, receive, return, mail, say, need, log, year, process","['today', 'july', 'tax', 'return', 'happen', 'whit', 'low', 'income', 'family', 'big', 'need', 'money']",6.0,8.0
1885,31380,My file states “ in progress”.  Previously it was under reassessment.  There is no explanation for “in progress” or explanation of progress being made,Q2,7/22/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Alberta,College/vocational/technical school,65 or older,English,Retired,"$40,000 to under $60,000",No,No,No,Tablet,3.0,0.5098000168800354,"time, available, reassessment, login, never, option, service, take, long, taxis","['file', 'states', 'progress', 'previously', 'reassessment', 'explanation', 'progress', 'explanation', 'progress']",3.0,8.0
1886,31381,"trying to gather required info. receiving my log in code was a pain. contact page is not clear, called auto # to find out it wasn't the right # and had to call back during business hours. more charact",Q2,7/22/2018,Submit documents,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,1.0,0.3010999858379364,"change, try, date, online, month, document, send, submit, credit, file","['try', 'gather', 'require', 'information', 'receive', 'log', 'code', 'pain', 'contact', 'page', 'clear', 'call', 'auto', 'find', 'right', 'business', 'hour', 'character']",10.0,8.0
1887,31392,It has taken me three days to login due to .010 error. This happens very often and is extremely frustrating when I’ve chosen paper free option and can’t actually login.,Q2,7/22/2018,Online mail,Once every 2 to 3 months,Very dissatisfied,,No,Female,Alberta,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Smartphone,3.0,0.3179999887943268,"time, available, reassessment, login, never, option, service, take, long, taxis","['take', 'day', 'login', 'error', 'happen', 'extremely_frustrate', 'choose', 'paper', 'free', 'option', 'actually', 'login']",3.0,0.0
1888,31436,"The mobile site did not provide any way to view messages (online mail). After logging out, then back into the main site, it was very tedious to review the backlog of unread mail. UI very poor",Q2,7/22/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Prefer not to say,Ontario,University graduate,35 to 49,English,Other,"$40,000 to under $60,000",No,Yes,Yes,Tablet,2.0,0.21279999613761902,"want, site, help, letter, agent, line, difficult, response, make, direct","['mobile', 'site', 'provide', 'way', 'view', 'message', 'online', 'mail', 'log', 'main', 'site', 'tedious', 'review', 'backlog', 'unread_mail', 'poor']",8.0,5.0
1889,31442,We just do not understand your account layout. We received no mail notification of the payment to us. Thank you though.,Q2,7/22/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,Ontario,University graduate,55 to 64,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,5.0,0.26919999718666077,"account, access, instalment, error, statement, view, user, address, easy, phone","['understand', 'account', 'layout', 'receive', 'mail', 'notification', 'payment', 'thank']",3.0,0.0
1890,31462,"Website is slow, hard to navigate around, got kicked out and had to log back in, no explanation in the change in Child Benefit",Q2,7/22/2018,Benefits and tax credits information,Once or twice per year,Somewhat dissatisfied,,No,Female,British Columbia,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.3750999867916107,"change, try, date, online, month, document, send, submit, credit, file","['website', 'slow', 'hard', 'navigate', 'get', 'kick', 'log', 'explanation', 'change', 'child_benefit']",3.0,10.0
1891,31476,Unable to add a 2nd cell phone number,Q2,7/22/2018,Your personal information,Once or twice per year,Very dissatisfied,,No,Male,Ontario,Some university,55 to 64,English,Retired,"$100,000 to under $120,000",No,No,No,Desktop or laptop computer,2.0,0.33090001344680786,"want, site, help, letter, agent, line, difficult, response, make, direct","['unable', 'add', '2nd', 'cell', 'phone_number']",10.0,5.0
1892,31496,The reason is simple my tax return has not been completed 5 months later after e-filed. What a fkn joke.,Q2,7/22/2018,Tax returns,Prefer not to say,Very dissatisfied,,No,Male,Ontario,High school graduate,55 to 64,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.21220000088214874,"change, try, date, online, month, document, send, submit, credit, file","['reason', 'simple', 'tax', 'return', 'complete', 'month', 'later', 'file', 'fun', 'joke']",0.0,3.0
1893,31508,"I haven’t seen the updated information for my Alberta child benefit, which is worrisome.",Q2,7/22/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Alberta,College/vocational/technical school,18 to 34,English,Self-employed,"Under $20,000",No,No,No,Smartphone,0.0,0.48809999227523804,"update, able, email, check, answer, ask, know, understand, message, like","['see', 'update', 'information', 'alberta', 'child_benefit', 'worrisome']",5.0,1.0
1894,31515,They have not yet processed my account and show i child on my account that is an adult now and should not be on my account anymore,Q2,7/22/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,Some high school,18 to 34,English,Working part-time (less than 35 hours per week),"Under $20,000",No,No,No,Desktop or laptop computer,5.0,0.5169000029563904,"account, access, instalment, error, statement, view, user, address, easy, phone","['process', 'account', 'child', 'account', 'adult', 'account', 'anymore']",3.0,6.0
1895,31569,"I wanted to submit information as requested, but the Credit/ Benefit website isn’t available due to technical difficulties. It is also difficult to know where to submit the requested information.",Q2,7/23/2018,Online mail,Once or twice per year,Very dissatisfied,,No,Female,British Columbia,University graduate,18 to 34,English,Not in the workforce,"Under $20,000",No,No,Yes,Smartphone,1.0,0.4758000075817108,"change, try, date, online, month, document, send, submit, credit, file","['want', 'submit', 'information', 'request', 'credit', 'benefit', 'website', 'available', 'technical_difficulties', 'difficult', 'know', 'submit', 'requested', 'information']",8.0,5.0
1896,31615,because i am expecting a cheque and it still hasnt been sent,Q2,7/23/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,Prefer not to say,Male,Alberta,High school graduate,35 to 49,English,"Unemployed, but looking for work","Under $20,000",No,No,No,Desktop or laptop computer,1.0,0.5313000082969666,"change, try, date, online, month, document, send, submit, credit, file","['expect', 'cheque', 'send']",3.0,0.0
1897,31618,"I am seeking status of VDP which included DTC application, no notice provided to date, 6 months in - not website related",Q2,7/23/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Northwest Territories,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,Yes,No,Desktop or laptop computer,1.0,0.35359999537467957,"change, try, date, online, month, document, send, submit, credit, file","['seek', 'status', 'include', 'dec_application', 'notice', 'provide', 'date', 'month', 'website', 'relate']",8.0,6.0
1898,31657,"I could not find what I need to authorize my representative. It says I need a rep Id but there is no way of knowing where to get this. I have tried this before , all very frustrating.",Q2,7/23/2018,Other,Once per month or more,Very dissatisfied,,Yes,Prefer not to say,Manitoba,University graduate,55 to 64,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.37380000948905945,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'need', 'authorize', 'representative', 'say', 'need', 'rep', 'way', 'know', 'try', 'frustrating']",8.0,10.0
1899,31697,Could not find the answer relevant to my inquiry,Q2,7/23/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Ontario,High school graduate,65 or older,English,Retired,Prefer not to say,No,No,No,Tablet,7.0,0.4244999885559082,"pension_plan, today, have, end, etc, detail, slip, allow, value, prevent","['find', 'answer', 'relevant', 'inquiry']",0.0,6.0
1900,31765,Didnt receive ccb,Q2,7/23/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Manitoba,Some university,18 to 34,English,Other,"$20,000 to under $40,000",No,Prefer not to say,No,Smartphone,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['receive', 'canada_child_benefit']",0.0,1.0
1901,31768,it's hard to understand my net carryover amount from the carryover amount page,Q2,7/23/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,Alberta,University graduate,50 to 54,Other,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,4.0,0.42640000581741333,"find, tax, receive, return, mail, say, need, log, year, process","['hard', 'understand', 'net', 'carryover', 'carryover', 'page']",10.0,3.0
1902,31775,My returns were submitted in Feb 2018 and I have not received my notice of assessment as on 23 July 2018.,Q2,7/23/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,British Columbia,Post-graduate degree,55 to 64,English,"Unemployed, but looking for work","$120,000 and over",No,No,No,Desktop or laptop computer,3.0,0.36309999227523804,"time, available, reassessment, login, never, option, service, take, long, taxis","['return', 'submit', 'feb', 'receive', 'notice_assessment', 'july']",5.0,10.0
1903,31778,"I have what should be a fairly simple thing to say or request, and there was not way to do that. I will have to call tomorrow while I am at work.",Q2,7/23/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,Manitoba,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,1.0,0.4465000033378601,"change, try, date, online, month, document, send, submit, credit, file","['fairly', 'simple', 'thing', 'request', 'way', 'tomorrow', 'work']",3.0,8.0
1904,31782,the amount owing,Q2,7/23/2018,Accounts and payments,Once every 2 to 3 months,Very dissatisfied,,Prefer not to say,Female,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,6.0,0.5625,"information, payment, pay, look, wait, tell, get, balance, owe, show",['owe'],0.0,1.0
1905,31794,Online mail is often confusing and does not give clear information. I often have to call CRA to clarify information and have been told different information on the phone from what was stated online.,Q2,7/23/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Ontario,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Yes,Desktop or laptop computer,6.0,0.36629998683929443,"information, payment, pay, look, wait, tell, get, balance, owe, show","['online', 'mail', 'confuse', 'clear', 'information', 'clarify', 'information', 'tell', 'different', 'information', 'phone', 'state', 'online']",8.0,3.0
